site,genome,call,category,gene_function,Gene.abbreviation,Gene.name,hits,gene_counts,rel_hits
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrP,"dissimilatory sulfite reductase, subunit P",7,378180,0.0018509704373578719
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrR,"dissimilatory sulfite reductase, subunit R",2,378180,5.288486963879634e-4
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrS,"dissimilatory sulfite reductase, subunit S",2,378180,5.288486963879634e-4
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrT,"dissimilatory sulfite reductase, subunit T",6,378180,0.0015865460891638901
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate disproportionation,phsA,thiosulfate reductase / polysulfide reductase chain A,6,378180,0.0015865460891638901
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxA,L-cysteine S-thiosulfotransferase,6,378180,0.0015865460891638901
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxD,S-disulfanyl-L-cysteine oxidoreductase SoxD,3,378180,7.932730445819451e-4
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxX,L-cysteine S-thiosulfotransferase,8,378180,0.0021153947855518536
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxY,sulfur-oxidizing protein SoxY,2,378180,5.288486963879634e-4
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxZ,sulfur-oxidizing protein SoxZ,2,378180,5.288486963879634e-4
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMS (Dimethyl sulfide) <-> Methanethiol,dmoB,dimethyl-sulfide monooxygenase subunit B,27,378180,0.007139457401237505
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMS (Dimethyl sulfide) <-> Methanethiol,mddA,methanethiol S-methyltransferase,7,378180,0.0018509704373578719
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMSO (Dimethyl sulfoxide) <-> DMS (Dimethyl sulfide),ddhA,dimethylsulfide dehydrogenase subunit alpha,25,378180,0.006610608704849543
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMSO (Dimethyl sulfoxide) <-> DMS (Dimethyl sulfide),dmsA,anaerobic dimethyl sulfoxide reductase subunit A,1,378180,2.644243481939817e-4
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cystathionine -> Homocysteine,metC,cysteine-S-conjugate beta-lyase,3,378180,7.932730445819451e-4
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cysteine <-> 3-mercaptopyruvate,aspB,aspartate aminotransferase,18,378180,0.00475963826749167
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cysteine <-> Cystathionine,metB,cystathionine gamma-synthase,7,378180,0.0018509704373578719
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Homocysteine -> Methionine,metH,5-methyltetrahydrofolate--homocysteine methyltransferase,11,378180,0.0029086678301337987
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Homocysteine <-> Methionine,metE,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,1,378180,2.644243481939817e-4
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | MHO (L-methionine (R)-S-oxide) -> Methionine),msrC,L-methionine (R)-S-oxide reductase,2,378180,5.288486963879634e-4
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | OAHS (O-acetylhomoserine) + Sulfide -> Homocysteine,metY,O-acetylhomoserine (thiol)-lyase,8,378180,0.0021153947855518536
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | SAH (S-adenosyl-L-homocysteine) -> Homocysteine,ahcY,adenosylhomocysteinase,28,378180,0.0074038817494314875
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | SAH (S-adenosyl-L-homocysteine) -> SRH (S-ribosylhomocysteine),mtnN,adenosylhomocysteine nucleosidase,3,378180,7.932730445819451e-4
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,cysK,cysteine synthase,25,378180,0.006610608704849543
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,cysM,S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent),7,378180,0.0018509704373578719
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,metC,cysteine-S-conjugate beta-lyase,3,378180,7.932730445819451e-4
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Methionine -> Methanethiol,megL,methionine gamma-lyase,19,378180,0.005024062615685652
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Methionine -> SAMe (S-adenosyl-L-methionine),metK,S-adenosylmethionine synthetase,37,378180,0.009783700883177324
D2,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | SAMe (S-adenosyl-L-methionine) -> SAH (S-adenosyl-L-homocysteine),dcm,DNA (cytosine-5)-methyltransferase 1,17,378180,0.004495213919297689
D2,simplified,metabolic,Urea utilization,Urease,ureA,urease subunit gamma,2,378180,5.288486963879634e-4
D2,simplified,metabolic,Urea utilization,Urease,ureB,urease subunit beta,2,378180,5.288486963879634e-4
D2,simplified,metabolic,Urea utilization,Urease,ureC,urease subunit alpha,2,378180,5.288486963879634e-4
D3,simplified,fegenie,iron_aquisition-heme_transport,ChaN-family-substrate-binding-protein,NA,NA,2,338355,5.910951515420194e-4
D3,simplified,fegenie,iron_aquisition-heme_transport,HmuV-family-ATP-binding-protein,NA,NA,12,338355,0.003546570909252117
D3,simplified,fegenie,iron_aquisition-heme_transport,TonB-family,NA,NA,4,338355,0.0011821903030840388
D3,simplified,fegenie,iron_aquisition-iron_transport,EfeU-family-iron-perease,NA,NA,4,338355,0.0011821903030840388
D3,simplified,fegenie,iron_aquisition-iron_transport,FbpA-family-iron-binding-protein,NA,NA,2,338355,5.910951515420194e-4
D3,simplified,fegenie,iron_aquisition-iron_transport,FbpB-family-iron-permease,NA,NA,1,338355,2.955475757710097e-4
D3,simplified,fegenie,iron_aquisition-iron_transport,FbpB-FutB-family-iron-permease,NA,NA,3,338355,8.866427273130292e-4
D3,simplified,fegenie,iron_aquisition-iron_transport,FbpC-family-ATPase,NA,NA,4,338355,0.0011821903030840388
D3,simplified,fegenie,iron_aquisition-iron_transport,FeoA-family-iron-transporter,NA,NA,49,338355,0.014481831212779479
D3,simplified,fegenie,iron_aquisition-iron_transport,FeoB-family-iron-transporter,NA,NA,53,338355,0.015664021515863515
D3,simplified,fegenie,iron_aquisition-iron_transport,FeoE-family-iron-efflux,NA,NA,7,338355,0.002068833030397068
D3,simplified,fegenie,iron_aquisition-iron_transport,FutA1-family-iron-binding-proteins,NA,NA,1,338355,2.955475757710097e-4
D3,simplified,fegenie,iron_aquisition-iron_transport,Nramp-family-protein,NA,NA,4,338355,0.0011821903030840388
D3,simplified,fegenie,iron_aquisition-iron_transport,YfeA-family-iron-binding-proteins,NA,NA,18,338355,0.005319856363878175
D3,simplified,fegenie,iron_aquisition-iron_transport,YfeB-family-membrane-proteins,NA,NA,31,338355,0.009161974848901301
D3,simplified,fegenie,iron_aquisition-iron_transport,Zip-family-zink-and-iron-uptake,NA,NA,9,338355,0.0026599281819390877
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,EntS-family-siderophore-export,NA,NA,3,338355,8.866427273130292e-4
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,ExbB-family,NA,NA,113,338355,0.033396876062124096
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,ExbD-family,NA,NA,133,338355,0.039307827577544294
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FptX-family-siderophore-transport,NA,NA,1,338355,2.955475757710097e-4
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvC-family-siderophore-transport,NA,NA,18,338355,0.005319856363878175
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvD-family-siderophore-transport,NA,NA,20,338355,0.005910951515420195
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvE-family-permease,NA,NA,56,338355,0.016550664243176545
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,HatD-family-substrate-binding-protein,NA,NA,39,338355,0.01152635545506938
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,LbtU-family-siderophore receptor,NA,NA,4,338355,0.0011821903030840388
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PirA-family-siderophore-receptor,NA,NA,52,338355,0.015368473940092504
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PiuA-family-siderophore-receptor,NA,NA,3,338355,8.866427273130292e-4
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvdR-family-sideropore-export,NA,NA,56,338355,0.016550664243176545
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvdT-family-siderophore-export,NA,NA,104,338355,0.03073694788018501
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuCD-family-permease,NA,NA,1,338355,2.955475757710097e-4
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuD-family-ATP-binding-protein,NA,NA,10,338355,0.0029554757577100973
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuE-family-ATP-binding-protein,NA,NA,4,338355,0.0011821903030840388
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuE-family-permease,NA,NA,10,338355,0.0029554757577100973
D3,simplified,fegenie,iron_aquisition-siderophore_transport_potential,TonB-family,NA,NA,80,338355,0.02364380606168078
D3,simplified,fegenie,iron_gene_regulation,PF01325-Iron_dependent_repressor-dtxR_family_N,NA,NA,5,338355,0.0014777378788550486
D3,simplified,fegenie,iron_gene_regulation,PF01475-Iron_dependent_repressor-fur_family,NA,NA,134,338355,0.0396033751533153
D3,simplified,fegenie,iron_gene_regulation,PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,NA,NA,53,338355,0.015664021515863515
D3,simplified,fegenie,iron_gene_regulation,PF04773_FecR,NA,NA,153,338355,0.04521877909296449
D3,simplified,fegenie,iron_gene_regulation,PF09012_sub-FeoC_like_transcriptional_regulator,NA,NA,6,338355,0.0017732854546260585
D3,simplified,fegenie,iron_gene_regulation,Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,NA,NA,51,338355,0.015072926364321499
D3,simplified,fegenie,iron_gene_regulation,Sid_PvdS_regulator_Paeruginosa_PA2426_180620,NA,NA,135,338355,0.039898922729086315
D3,simplified,fegenie,iron_gene_regulation,Sid_YqjI_regulator_for_YqjH_P64588_Escherichia_coli_180606,NA,NA,19,338355,0.0056154039396491854
D3,simplified,fegenie,iron_oxidation,Cyc1,NA,NA,2,338355,5.910951515420194e-4
D3,simplified,fegenie,iron_oxidation,Cyc2_repCluster1,NA,NA,2,338355,5.910951515420194e-4
D3,simplified,fegenie,iron_oxidation,Cyc2_repCluster2,NA,NA,1,338355,2.955475757710097e-4
D3,simplified,fegenie,iron_oxidation,Cyc2_repCluster3,NA,NA,13,338355,0.003842118485023126
D3,simplified,fegenie,iron_oxidation,FoxE,NA,NA,1,338355,2.955475757710097e-4
D3,simplified,fegenie,iron_reduction,2514223670 filler {omc} Geobacter sulfurreducens CxxxxCH...CXXCH domain-containing protein [Ignavibacterium album Mat9-16; JCM 16511 : NC_017464],NA,NA,4,338355,0.0011821903030840388
D3,simplified,fegenie,iron_reduction,2514223671 filler {pc} c(7)-type cytochrome triheme domain-containing protein [Ignavibacterium album Mat9-16; JCM 16511 : NC_017464],NA,NA,5,338355,0.0014777378788550486
D3,simplified,fegenie,iron_reduction,2514223672 filler {porin} hypothetical protein [Ignavibacterium album Mat9-16; JCM 16511 : NC_017464],NA,NA,5,338355,0.0014777378788550486
D3,simplified,fegenie,iron_reduction,637127415 NP_953769 {omc} cytochrome c family protein [Geobacter sulfurreducens PCA: NC_002939],NA,NA,4,338355,0.0011821903030840388
D3,simplified,fegenie,iron_reduction,637127416 NP_953770 {pc} cytochrome c family protein [Geobacter sulfurreducens PCA: NC_002939],NA,NA,4,338355,0.0011821903030840388
D3,simplified,fegenie,iron_reduction,637127417 NP_953771 {porin} hypothetical protein [Geobacter sulfurreducens PCA: NC_002939],NA,NA,2,338355,5.910951515420194e-4
D3,simplified,fegenie,iron_reduction,637127428 NP_953782 {omc} omcB polyheme membrane-associated cytochrome c [Geobacter sulfurreducens PCA: NC_002939],NA,NA,1,338355,2.955475757710097e-4
D3,simplified,fegenie,iron_reduction,637127430 NP_953784 {porin} ombB hypothetical protein [Geobacter sulfurreducens PCA: NC_002939],NA,NA,2,338355,5.910951515420194e-4
D3,simplified,fegenie,iron_reduction,637778187 YP_383875 {porin} hypothetical protein [Geobacter metallireducens GS-15: NC_007517],NA,NA,2,338355,5.910951515420194e-4
D3,simplified,fegenie,iron_reduction,637778191 YP_383879 {pc} cytochrome c family protein [Geobacter metallireducens GS-15: NC_007517],NA,NA,2,338355,5.910951515420194e-4
D3,simplified,fegenie,iron_reduction,640548488 YP_001229771 {pc} hypothetical protein [Geobacter uraniumreducens Rf4: NC_009483],NA,NA,2,338355,5.910951515420194e-4
D3,simplified,fegenie,iron_reduction,640548489 YP_001229772 {omc} cytochrome C family protein [Geobacter uraniumreducens Rf4: NC_009483],NA,NA,1,338355,2.955475757710097e-4
D3,simplified,fegenie,iron_reduction,640549328 YP_001230600 {omc} cytochrome C family protein [Geobacter uraniumreducens Rf4: NC_009483],NA,NA,1,338355,2.955475757710097e-4
D3,simplified,fegenie,iron_reduction,640549330 YP_001230602 {porin} hypothetical protein [Geobacter uraniumreducens Rf4: NC_009483],NA,NA,2,338355,5.910951515420194e-4
D3,simplified,fegenie,iron_reduction,642557019 CAJ74787 {porin} unknown protein [Kuenenia stuttgartiensis genome fragment KUST_E (5 of 5).: CT573071],NA,NA,3,338355,8.866427273130292e-4
D3,simplified,fegenie,iron_reduction,642557020 CAJ74788 {pc} hypothetical multiheme cytochrome c protein [Kuenenia stuttgartiensis genome fragment KUST_E (5 of 5).: CT573071],NA,NA,3,338355,8.866427273130292e-4
D3,simplified,fegenie,iron_reduction,643638980 YP_002537145 {omc} hypothetical protein [Geobacter sp. FRC-32: NC_011979],NA,NA,1,338355,2.955475757710097e-4
D3,simplified,fegenie,iron_reduction,646796949 YP_003639120 TherJR_0333 hypothetical protein [Thermincola sp. JR: NC_014152],NA,NA,5,338355,0.0014777378788550486
D3,simplified,fegenie,iron_reduction,646799199 YP_003641333 TherJR_2595 hypothetical protein [Thermincola sp. JR: NC_014152],NA,NA,21,338355,0.006206499091191205
D3,simplified,fegenie,iron_reduction,649931661 YP_004200172 {pc} cytochrome c family protein [Geobacter sp. M18 chromosome: NC_014973],NA,NA,3,338355,8.866427273130292e-4
D3,simplified,fegenie,iron_reduction,649931662 YP_004200173 {porin} hypothetical protein [Geobacter sp. M18 chromosome: NC_014973],NA,NA,3,338355,8.866427273130292e-4
D3,simplified,fegenie,iron_reduction,DFE_0461,NA,NA,9,338355,0.0026599281819390877
D3,simplified,fegenie,iron_reduction,DFE_0462,NA,NA,10,338355,0.0029554757577100973
D3,simplified,fegenie,iron_reduction,DFE_0463,NA,NA,5,338355,0.0014777378788550486
D3,simplified,fegenie,iron_reduction,DFE_0464,NA,NA,4,338355,0.0011821903030840388
D3,simplified,fegenie,iron_reduction,DFE_0465,NA,NA,3,338355,8.866427273130292e-4
D3,simplified,fegenie,iron_reduction,OmcF,NA,NA,1,338355,2.955475757710097e-4
D3,simplified,fegenie,iron_reduction,OmcS,NA,NA,11,338355,0.0032510233334811073
D3,simplified,fegenie,iron_reduction,OmcZ,NA,NA,4,338355,0.0011821903030840388
D3,simplified,fegenie,iron_storage,PF00210-Ferritin_like_domain,NA,NA,81,338355,0.02393935363745179
D3,simplified,fegenie,iron_storage,PF13668_Ferritin_like_domain,NA,NA,57,338355,0.016846211818947555
D3,simplified,fegenie,probable_iron_reduction,MtrC_TIGR03507,NA,NA,3,338355,8.866427273130292e-4
D3,simplified,metabolic,Amino acid utilization,4-aminobutyrate aminotransferase and related aminotransferases,4-aminobutyrate aminotransferase and related aminotransferases,4-aminobutyrate aminotransferase and related aminotransferases,7,338355,0.002068833030397068
D3,simplified,metabolic,Amino acid utilization,Aminotransferase class I and II,aminotransferase class I and II,aminotransferase class I and II,8,338355,0.0023643806061680777
D3,simplified,metabolic,Amino acid utilization,Aspartate/tyrosine/aromatic aminotransferase,aspartate/tyrosine/aromatic aminotransferase,aspartate/tyrosine/aromatic aminotransferase,19,338355,0.0056154039396491854
D3,simplified,metabolic,Amino acid utilization,Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,28,338355,0.008275332121588272
D3,simplified,metabolic,Amino acid utilization,Histidinol-phosphate/aromatic aminotransferase,histidinol-phosphate/aromatic aminotransferase,histidinol-phosphate/aromatic aminotransferase,29,338355,0.008570879697359281
D3,simplified,metabolic,Amino acid utilization,Ornithine/acetylornithine aminotransferase,ornithine/acetylornithine aminotransferase,ornithine/acetylornithine aminotransferase,21,338355,0.006206499091191205
D3,simplified,metabolic,Amino acid utilization,Phosphoserine aminotransferase,phosphoserine aminotransferase,phosphoserine aminotransferase,8,338355,0.0023643806061680777
D3,simplified,metabolic,Amino acid utilization,Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase,serine-pyruvate aminotransferase/archaeal aspartate aminotransferase,serine-pyruvate aminotransferase/archaeal aspartate aminotransferase,1,338355,2.955475757710097e-4
D3,simplified,metabolic,Aromatics degradation,Benzoyl-CoA reduction,bcrA,benzoyl-CoA reductase subunit A,3,338355,8.866427273130292e-4
D3,simplified,metabolic,Aromatics degradation,Benzoyl-CoA reduction,bcrB,benzoyl-CoA reductase subunit B,8,338355,0.0023643806061680777
D3,simplified,metabolic,Aromatics degradation,Benzoyl-CoA reduction,bcrC,benzoyl-CoA reductase subunit C,7,338355,0.002068833030397068
D3,simplified,metabolic,Aromatics degradation,Benzoyl-CoA reduction,bcrD,benzoyl-CoA reductase subunit D,3,338355,8.866427273130292e-4
D3,simplified,metabolic,Aromatics degradation,Phenol => Benzoyl-CoA,ubiX,flavin prenyltransferase,10,338355,0.0029554757577100973
D3,simplified,metabolic,As cycling,Arsenate reduction,arsC1,arsenate reductase (glutaredoxin),1,338355,2.955475757710097e-4
D3,simplified,metabolic,As cycling,Arsenate reduction,arsC2,arsenate reductase (thioredoxin),45,338355,0.013299640909695438
D3,simplified,metabolic,As cycling,Arsenite oxidation,aoxA,arsenite oxidase small subunit,1,338355,2.955475757710097e-4
D3,simplified,metabolic,As cycling,Arsenite oxidation,aoxB,arsenite oxidase large subunit,2,338355,5.910951515420194e-4
D3,simplified,metabolic,C1 metabolism,Aerobic CO oxidation,coxM,aerobic carbon-monoxide dehydrogenase medium subunit,1,338355,2.955475757710097e-4
D3,simplified,metabolic,C1 metabolism,Aerobic CO oxidation,coxS,aerobic carbon-monoxide dehydrogenase small subunit,8,338355,0.0023643806061680777
D3,simplified,metabolic,C1 metabolism,Formate oxidation,fdhA,formate dehydrogenase (coenzyme F420) alpha subunit,3,338355,8.866427273130292e-4
D3,simplified,metabolic,C1 metabolism,Formate oxidation,fdhB,formate dehydrogenase (coenzyme F420) beta subunit,7,338355,0.002068833030397068
D3,simplified,metabolic,C1 metabolism,Formate oxidation,fdoG,formate dehydrogenase major subunit,6,338355,0.0017732854546260585
D3,simplified,metabolic,C1 metabolism,Formate oxidation,fdoH,formate dehydrogenase iron-sulfur subunit,24,338355,0.007093141818504234
D3,simplified,metabolic,Carbon fixation,3 Hydroxypropionate cycle,prpE,propionyl-CoA synthetase,3,338355,8.866427273130292e-4
D3,simplified,metabolic,Carbon fixation,3HP/4HB,abfD,4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Carbon fixation,CBB cycle - Rubisco,Form II,Form II RuBisCO large subunit,1,338355,2.955475757710097e-4
D3,simplified,metabolic,Carbon fixation,Wood Ljungdahl pathway,cdhD,"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta",9,338355,0.0026599281819390877
D3,simplified,metabolic,Carbon fixation,Wood Ljungdahl pathway,cdhE,"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma",11,338355,0.0032510233334811073
D3,simplified,metabolic,Carbon fixation,Wood Ljungdahl pathway,cooS,anaerobic carbon-monoxide dehydrogenase catalytic subunit,15,338355,0.004433213636565146
D3,simplified,metabolic,Complex carbon degradation,Amylolytic enzymes,alpha-amylase,alpha-amylase,7,338355,0.002068833030397068
D3,simplified,metabolic,Complex carbon degradation,Amylolytic enzymes,glucoamylase,glucoamylase,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Complex carbon degradation,Amylolytic enzymes,isoamylase,isoamylase,6,338355,0.0017732854546260585
D3,simplified,metabolic,Complex carbon degradation,Amylolytic enzymes,pullulanase,pullulanase,1,338355,2.955475757710097e-4
D3,simplified,metabolic,Complex carbon degradation,Cellulose degrading,beta-glucosidase,beta-glucosidase,4,338355,0.0011821903030840388
D3,simplified,metabolic,Complex carbon degradation,Cellulose degrading,cellulase,cellulase,9,338355,0.0026599281819390877
D3,simplified,metabolic,Complex carbon degradation,Chitin degrading,chitiniase,chitiniase,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Complex carbon degradation,Chitin degrading,hexosaminidase,hexosaminidase,13,338355,0.003842118485023126
D3,simplified,metabolic,Complex carbon degradation,Endohemicellulases,"mannan endo-1,4-beta-mannosidase","mannan endo-1,4-beta-mannosidase",9,338355,0.0026599281819390877
D3,simplified,metabolic,Complex carbon degradation,Hemicullulose debranching,alpha-L-rhamnosidase,alpha-L-rhamnosidase,1,338355,2.955475757710097e-4
D3,simplified,metabolic,Complex carbon degradation,Hemicullulose debranching,arabinosidase,arabinosidase,8,338355,0.0023643806061680777
D3,simplified,metabolic,Complex carbon degradation,Other oligosaccharide degrading,beta-galactosidase,beta-galactosidase,4,338355,0.0011821903030840388
D3,simplified,metabolic,Complex carbon degradation,Other oligosaccharide degrading,beta-mannosidase,beta-mannosidase,3,338355,8.866427273130292e-4
D3,simplified,metabolic,Ethanol fermentation,Acetaldehyde => Ethanol,acetaldehyde => ethanol,acetaldehyde => ethanol,1,338355,2.955475757710097e-4
D3,simplified,metabolic,Fatty acid degradation,Fatty acid degradation,acyl-CoA dehydrogenase,acyl-CoA dehydrogenase,63,338355,0.018619497273573614
D3,simplified,metabolic,Fermentation,Acetate to acetyl-CoA,acs,acetyl-CoA synthetase,13,338355,0.003842118485023126
D3,simplified,metabolic,Fermentation,Acetogenesis,acdA,"acetyl coenzyme A synthetase (ADP forming), alpha domain",20,338355,0.005910951515420195
D3,simplified,metabolic,Fermentation,Acetogenesis,ack,acetate kinase,23,338355,0.006797594242733225
D3,simplified,metabolic,Fermentation,Acetogenesis,pta,phosphate acetyltransferase,16,338355,0.004728761212336155
D3,simplified,metabolic,Fermentation,Lactate utilization,ldh,L-lactate dehydrogenase,1,338355,2.955475757710097e-4
D3,simplified,metabolic,Fermentation,Pyruvate <=> acetyl-CoA + formate,pflD,formate C-acetyltransferase,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Fermentation,Pyruvate oxidation,porA,pyruvate ferredoxin oxidoreductase alpha subunit,23,338355,0.006797594242733225
D3,simplified,metabolic,Halogenated compound utilization,Halogenated compounds breakdown,E3.8.1.2,2-haloacid dehalogenase,1,338355,2.955475757710097e-4
D3,simplified,metabolic,Hydrogenases,FeFe hydrogenase,fefe-group-a13,"FeFe hydrogenase, H2-evolution/Electron-bifurcation",4,338355,0.0011821903030840388
D3,simplified,metabolic,Hydrogenases,FeFe hydrogenase,fefe-group-c1,"FeFe hydrogenase, H2-sensing",3,338355,8.866427273130292e-4
D3,simplified,metabolic,Hydrogenases,Ni-Fe Hydrogenase,nife-group-1,"Ni-Fe Hydrogenase, H2-uptake",11,338355,0.0032510233334811073
D3,simplified,metabolic,Hydrogenases,Ni-Fe Hydrogenase,nife-group-2bc,"Ni-Fe Hydrogenase, H2-uptake",3,338355,8.866427273130292e-4
D3,simplified,metabolic,Hydrogenases,Ni-Fe Hydrogenase,nife-group-3abd,"Ni-Fe Hydrogenase, Bidirectional",4,338355,0.0011821903030840388
D3,simplified,metabolic,Hydrogenases,Ni-Fe Hydrogenase,nife-group-3c,"Ni-Fe Hydrogenase, Electron-bifurcation",10,338355,0.0029554757577100973
D3,simplified,metabolic,Hydrogenases,Ni-Fe Hydrogenase,nife-group-4a-g,"Ni-Fe Hydrogenase, H2-evolving",7,338355,0.002068833030397068
D3,simplified,metabolic,Metal reduction,Metal (Iron/Manganese) reduction,mtrB,"decaheme-associated outer membrane protein, MtrB/PioB family",1,338355,2.955475757710097e-4
D3,simplified,metabolic,Metal reduction,Metal (Iron/Manganese) reduction,mtrC,"decaheme c-type cytochrome, OmcA/MtrC family",2,338355,5.910951515420194e-4
D3,simplified,metabolic,Methane metabolism,Methane oxidation - Soluble methane monoxygenase,mmoB,methane monooxygenase regulatory protein B,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Nitrogen cycling,N2 fixation,nifD,nitrogenase molybdenum-iron protein alpha chain,5,338355,0.0014777378788550486
D3,simplified,metabolic,Nitrogen cycling,N2 fixation,nifH,nitrogenase iron protein,7,338355,0.002068833030397068
D3,simplified,metabolic,Nitrogen cycling,N2 fixation,nifK,nitrogenase molybdenum-iron protein beta chain,5,338355,0.0014777378788550486
D3,simplified,metabolic,Nitrogen cycling,Nitrate reduction,napA,periplasmic nitrate reductase NapA,3,338355,8.866427273130292e-4
D3,simplified,metabolic,Nitrogen cycling,Nitrate reduction,napB,cytochrome c-type protein NapB,3,338355,8.866427273130292e-4
D3,simplified,metabolic,Nitrogen cycling,Nitrate reduction,narG,"nitrate reductase / nitrite oxidoreductase, alpha subunit",1,338355,2.955475757710097e-4
D3,simplified,metabolic,Nitrogen cycling,Nitric oxide reduction,norB,nitric oxide reductase subunit B,7,338355,0.002068833030397068
D3,simplified,metabolic,Nitrogen cycling,Nitric oxide reduction,norC,nitric oxide reductase subunit C,10,338355,0.0029554757577100973
D3,simplified,metabolic,Nitrogen cycling,Nitrite oxidation,nxrA,"nitrate reductase / nitrite oxidoreductase, alpha subunit",2,338355,5.910951515420194e-4
D3,simplified,metabolic,Nitrogen cycling,Nitrite oxidation,nxrB,"nitrate reductase / nitrite oxidoreductase, beta subunit",3,338355,8.866427273130292e-4
D3,simplified,metabolic,Nitrogen cycling,Nitrite reduction,nirK,nitrite reductase (NO-forming),2,338355,5.910951515420194e-4
